id,name,gene-id,gene-symbol,gene-name,entrez-id,chromosome,start-position,end-position,r
1088442,ENSG00000082397,22891,EPB41L3,erythrocyte membrane protein band 4.1-like 3,23136,18,n/a,n/a,0.58
1091052,ENSG00000113248,35404,PCDHB15,protocadherin beta 15,56121,5,n/a,n/a,0.58
279502389,ENSG00000180385,135059,AC034193.5,AC034193.5,442075,3,n/a,n/a,0.58
279716228,ENSG00000212300,0,U3,Small nucleolar RNA U3,0,4,n/a,n/a,0.58
279648293,ENSG00000198744,0,RP5-857K21.11,RP5-857K21.11,0,1,n/a,n/a,0.58
1100107,ENSG00000171790,83538,SLFNL1,schlafen-like 1,200172,1,n/a,n/a,0.58
1088831,ENSG00000092036,34219,HAUS4,"HAUS augmin-like complex, subunit 4",54930,14,n/a,n/a,0.58
1087697,ENSG00000060971,27,ACAA1,acetyl-CoA acyltransferase 1,30,3,n/a,n/a,0.58
279745681,ENSG00000217026,0,RPL10P1,ribosomal protein L10 pseudogene 1,0,21,n/a,n/a,0.58
280091775,ENSG00000255974,1536,CYP2A6,"cytochrome P450, family 2, subfamily A, polypeptide 6",1548,19,n/a,n/a,0.58
279874469,ENSG00000233131,0,AC096649.1,AC096649.1,0,2,n/a,n/a,0.58
1088509,ENSG00000084674,335,APOB,apolipoprotein B (including Ag(x) antigen),338,2,n/a,n/a,0.579
1093057,ENSG00000129473,596,BCL2L2,BCL2-like 2,599,14,n/a,n/a,0.579
1096925,ENSG00000156414,78884,TDRD9,tudor domain containing 9,122402,14,n/a,n/a,0.579
279833216,ENSG00000229465,0,ACTG1P11,"actin, gamma 1 pseudogene 11",0,Y,n/a,n/a,0.579
279903932,ENSG00000235772,0,AP001625.6,AP001625.6,0,21,n/a,n/a,0.579
1096912,ENSG00000156298,7059,TSPAN7,tetraspanin 7,7102,X,n/a,n/a,0.579
1087470,ENSG00000043591,150,ADRB1,"adrenergic, beta-1-, receptor",153,10,n/a,n/a,0.579
279895078,ENSG00000234942,0,RP11-93H12.2,RP11-93H12.2,0,10,n/a,n/a,0.579
280111502,ENSG00000258066,0,RP11-781A6.1,RP11-781A6.1,0,12,n/a,n/a,0.579
279960776,ENSG00000241886,0,RP11-242C19.2,RP11-242C19.2,0,X,n/a,n/a,0.579
279775002,ENSG00000224315,0,RP4-633I8.2,RP4-633I8.2,0,1,n/a,n/a,0.579
279662383,ENSG00000200851,9168,SNORD27,"small nucleolar RNA, C/D box 27",9301,11,n/a,n/a,0.579
1098325,ENSG00000164509,79557,IL31RA,interleukin 31 receptor A,133396,5,n/a,n/a,0.579
1089749,ENSG00000103995,22750,CEP152,centrosomal protein 152kDa,22995,15,n/a,n/a,0.578
279894963,ENSG00000234931,0,RP11-510K18.1,RP11-510K18.1,0,10,n/a,n/a,0.578
1090229,ENSG00000106631,37312,MYL7,"myosin, light chain 7, regulatory",58498,7,n/a,n/a,0.578
279959744,ENSG00000241765,0,RP11-159A18.1,RP11-159A18.1,0,12,n/a,n/a,0.578
1094774,ENSG00000139624,59996,CERS5,ceramide synthase 5,91012,12,n/a,n/a,0.578
1095236,ENSG00000143036,79183,SLC44A3,"solute carrier family 44, member 3",126969,1,n/a,n/a,0.578
1095473,ENSG00000144283,8436,PKP4,plakophilin 4,8502,2,n/a,n/a,0.578
279752408,ENSG00000221184,0,MIR1254,microRNA 1254,0,10,n/a,n/a,0.578
1105195,ENSG00000204569,5482,PPP1R10,"protein phosphatase 1, regulatory subunit 10",5514,6,n/a,n/a,0.578
1089164,ENSG00000100362,5784,PVALB,parvalbumin,5816,22,n/a,n/a,0.578
1098031,ENSG00000163629,5751,PTPN13,"protein tyrosine phosphatase, non-receptor type 13 (APO-1/CD95 (Fas)-associated phosphatase)",5783,4,n/a,n/a,0.578
1089607,ENSG00000102901,55953,CENPT,centromere protein T,80152,16,n/a,n/a,0.578
279968829,ENSG00000242735,0,AC018462.3,AC018462.3,0,2,n/a,n/a,0.578
1095205,ENSG00000142698,59160,C1orf94,chromosome 1 open reading frame 94,84970,1,n/a,n/a,0.578
1106245,ENSG00000215045,124671,GRID2IP,"glutamate receptor, ionotropic, delta 2 (Grid2) interacting protein",392862,7,n/a,n/a,0.578
279885639,ENSG00000234132,0,RP11-168O16.2,RP11-168O16.2,0,1,n/a,n/a,0.578
1092503,ENSG00000124818,85746,OPN5,opsin 5,221391,6,n/a,n/a,0.578
279791301,ENSG00000225746,157123231,AL132709.5,AL132709.5,100507242,14,n/a,n/a,0.577
1088349,ENSG00000079691,34893,LRRC16A,leucine rich repeat containing 16A,55604,6,n/a,n/a,0.577
279469054,ENSG00000175886,0,AC011139.1,AC011139.1,0,18,n/a,n/a,0.577
279796464,ENSG00000226176,0,AKAP11-IT1,AKPA11 intronic transcript 1 (non-protein coding),0,13,n/a,n/a,0.577
279832585,ENSG00000229413,0,AC018638.1,AC018638.1,0,7,n/a,n/a,0.577
1088302,ENSG00000078487,34352,ZCWPW1,"zinc finger, CW type with PWWP domain 1",55063,7,n/a,n/a,0.577
279932626,ENSG00000238334,0,snoU13,Small nucleolar RNA U13,0,5,n/a,n/a,0.577
280113100,ENSG00000258230,0,RP11-511H9.3,RP11-511H9.3,0,12,n/a,n/a,0.577
279736567,ENSG00000215043,0,GLULP6,glutamate-ammonia ligase (glutamine synthetase) pseudogene 6,0,2,n/a,n/a,0.577
1099802,ENSG00000170486,80147,KRT72,keratin 72,140807,12,n/a,n/a,0.577
279889555,ENSG00000234483,0,AC010680.1,AC010680.1,0,2,n/a,n/a,0.577
279758726,ENSG00000222108,0,5S_rRNA,5S ribosomal RNA,0,10,n/a,n/a,0.577
279721142,ENSG00000213352,0,GAPDHP44,glyceraldehyde 3 phosphate dehydrogenase pseudogene 44,0,12,n/a,n/a,0.576
1087009,ENSG00000006607,9711,FARP2,"FERM, RhoGEF and pleckstrin domain protein 2",9855,2,n/a,n/a,0.576
279891089,ENSG00000234619,0,RP4-633I8.1,RP4-633I8.1,0,1,n/a,n/a,0.576
1091806,ENSG00000119457,37135,SLC46A2,"solute carrier family 46, member 2",57864,9,n/a,n/a,0.576
279797303,ENSG00000226252,0,RP1-18D14.7,RP1-18D14.7,0,1,n/a,n/a,0.576
1097231,ENSG00000158955,7441,WNT9B,"wingless-type MMTV integration site family, member 9B",7484,17,n/a,n/a,0.576
1106502,ENSG00000221819,746,C16orf3,chromosome 16 open reading frame 3,750,16,n/a,n/a,0.576
1094530,ENSG00000138111,55650,TMEM180,transmembrane protein 180,79847,10,n/a,n/a,0.576
280126163,ENSG00000259048,0,CTD-2058B24.2,CTD-2058B24.2,0,14,n/a,n/a,0.576
1104056,ENSG00000196757,59943,ZNF700,zinc finger protein 700,90592,19,n/a,n/a,0.576
1092653,ENSG00000125875,79311,TBC1D20,"TBC1 domain family, member 20",128637,20,n/a,n/a,0.576
280111298,ENSG00000258039,0,RP11-406H4.1,RP11-406H4.1,0,12,n/a,n/a,0.576
1095407,ENSG00000143847,8431,PPFIA4,"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 4",8497,1,n/a,n/a,0.576
279708140,ENSG00000207523,0,SNORA66,"small nucleolar RNA, H/ACA box 66",0,1,n/a,n/a,0.576
1101303,ENSG00000177807,3741,KCNJ10,"potassium inwardly-rectifying channel, subfamily J, member 10",3766,1,n/a,n/a,0.576
279914107,ENSG00000236753,157122777,AC018642.1,AC018642.1,100506881,7,n/a,n/a,0.576
1099017,ENSG00000167264,34209,DUS2L,"dihydrouridine synthase 2-like, SMM1 homolog (S. cerevisiae)",54920,16,n/a,n/a,0.576
1102327,ENSG00000183401,79105,CCDC159,coiled-coil domain containing 159,126075,19,n/a,n/a,0.576
1090362,ENSG00000107938,25847,C10orf137,chromosome 10 open reading frame 137,26098,10,n/a,n/a,0.575
1103880,ENSG00000196275,58374,GTF2IRD2,GTF2I repeat domain containing 2,84163,7,n/a,n/a,0.575
1090515,ENSG00000109046,25867,WSB1,WD repeat and SOCS box containing 1,26118,17,n/a,n/a,0.575
280136619,ENSG00000259658,1000325,RP11-89K11.1,RP11-89K11.1,100128108,15,n/a,n/a,0.575
279909692,ENSG00000236333,93941,AC087886.1,AC087886.1,283392,12,n/a,n/a,0.575
1087525,ENSG00000049192,11015,ADAMTS6,"ADAM metallopeptidase with thrombospondin type 1 motif, 6",11174,5,n/a,n/a,0.575
280119284,ENSG00000258659,33145,TRIM34,tripartite motif containing 34,53840,11,n/a,n/a,0.575
1097679,ENSG00000162408,55510,NOL9,nucleolar protein 9,79707,1,n/a,n/a,0.575
279972251,ENSG00000243144,0,RP11-115N4.1,RP11-115N4.1,0,7,n/a,n/a,0.575
1105668,ENSG00000206384,79489,COL6A6,"collagen, type VI, alpha 6",131873,3,n/a,n/a,0.575
279797773,ENSG00000226292,0,RP11-7G12.1,RP11-7G12.1,0,1,n/a,n/a,0.575
280025571,ENSG00000250387,0,RP11-136K7.2,RP11-136K7.2,0,5,n/a,n/a,0.575
1091788,ENSG00000119321,23062,FKBP15,"FK506 binding protein 15, 133kDa",23307,9,n/a,n/a,0.575
1097140,ENSG00000158220,58084,ESYT3,extended synaptotagmin-like protein 3,83850,3,n/a,n/a,0.575
279879798,ENSG00000233603,0,JTBP1,jumping translocation breakpoint pseudogene 1,0,22,n/a,n/a,0.575
1097903,ENSG00000163220,6247,S100A9,S100 calcium binding protein A9,6280,1,n/a,n/a,0.575
1101871,ENSG00000181195,5147,PENK,proenkephalin,5179,8,n/a,n/a,0.575
279852997,ENSG00000231252,0,RP11-436K8.1,RP11-436K8.1,0,1,n/a,n/a,0.574
279899717,ENSG00000235381,0,RP11-477D19.2,RP11-477D19.2,0,6,n/a,n/a,0.574
1102164,ENSG00000182700,149566,IGIP,IgA-inducing protein homolog (Bos taurus),492311,5,n/a,n/a,0.574
1098772,ENSG00000166292,34562,TMEM100,transmembrane protein 100,55273,17,n/a,n/a,0.574
1088566,ENSG00000086288,30795,TXNDC3,thioredoxin domain containing 3 (spermatozoa),51314,7,n/a,n/a,0.574
1100429,ENSG00000173210,22641,ABLIM3,"actin binding LIM protein family, member 3",22885,5,n/a,n/a,0.574
279898335,ENSG00000235232,0,MRPS18BP2,mitochondrial ribosomal protein S18B pseudogene 2,0,2,n/a,n/a,0.574
279791209,ENSG00000225739,0,NPM1P18,"nucleophosmin 1 (nucleolar phosphoprotein B23, numatrin) pseudogene 18",0,7,n/a,n/a,0.574
1090575,ENSG00000109586,31289,GALNT7,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 7 (GalNAc-T7),51809,4,n/a,n/a,0.574
280135297,ENSG00000259562,0,RP11-762H8.2,RP11-762H8.2,0,15,n/a,n/a,0.574
279748091,ENSG00000218631,0,RP3-395C13.1,RP3-395C13.1,0,6,n/a,n/a,0.574
279928251,ENSG00000237949,0,RP11-456A18.1,RP11-456A18.1,0,10,n/a,n/a,0.574
279807823,ENSG00000227154,0,MKRNP2,MKRNP2,0,6,n/a,n/a,0.574
1105586,ENSG00000205864,133244,KRTAP5-6,keratin associated protein 5-6,440023,11,n/a,n/a,0.574
279708735,ENSG00000207636,1013208,MIR631,microRNA 631,693216,15,n/a,n/a,0.574
279811306,ENSG00000227479,0,AC124861.1,AC124861.1,0,2,n/a,n/a,0.574
1106179,ENSG00000214826,133301,DDX12P,"DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 12, pseudogene",440081,12,n/a,n/a,0.574
280077204,ENSG00000254872,0,RP13-870H17.3,RP13-870H17.3,0,11,n/a,n/a,0.574
1106235,ENSG00000215018,109830,COL28A1,"collagen, type XXVIII, alpha 1",340267,7,n/a,n/a,0.574
279702911,ENSG00000206621,1013504,SNORD116-14,"small nucleolar RNA, C/D box 116-14",100033426,15,n/a,n/a,0.573
1090996,ENSG00000112706,3592,IMPG1,interphotoreceptor matrix proteoglycan 1,3617,6,n/a,n/a,0.573
1099996,ENSG00000171311,30496,EXOSC1,exosome component 1,51013,10,n/a,n/a,0.573
1100343,ENSG00000172772,57051,OR10W1,"olfactory receptor, family 10, subfamily W, member 1",81341,11,n/a,n/a,0.573
1099116,ENSG00000167664,79122,TMIGD2,transmembrane and immunoglobulin domain containing 2,126259,19,n/a,n/a,0.573
280075293,ENSG00000254742,0,RP11-838H22.2,RP11-838H22.2,0,11,n/a,n/a,0.573
279667682,ENSG00000202394,26548,SNORD47,"small nucleolar RNA, C/D box 47",26802,1,n/a,n/a,0.573
279898994,ENSG00000235298,0,RP11-575L7.8,RP11-575L7.8,0,9,n/a,n/a,0.573
1108861,ENSG00000238098,181276,ABCA17P,"ATP-binding cassette, sub-family A (ABC1), member 17, pseudogene",650655,16,n/a,n/a,0.573
1090253,ENSG00000106804,723,C5,complement component 5,727,9,n/a,n/a,0.573
1102998,ENSG00000186088,33396,PION,pigeon homolog (Drosophila),54103,7,n/a,n/a,0.573
1100903,ENSG00000175728,93871,C11orf44,chromosome 11 open reading frame 44,283171,11,n/a,n/a,0.573
1090121,ENSG00000105989,7429,WNT2,wingless-type MMTV integration site family member 2,7472,7,n/a,n/a,0.572
1103700,ENSG00000188993,109775,LRRC66,leucine rich repeat containing 66,339977,4,n/a,n/a,0.572
279707580,ENSG00000207424,9166,SNORD30,"small nucleolar RNA, C/D box 30",9299,11,n/a,n/a,0.572
1092741,ENSG00000126583,5550,PRKCG,"protein kinase C, gamma",5582,19,n/a,n/a,0.572
279963666,ENSG00000242193,170674,RP11-568K15.1,RP11-568K15.1,730102,1,n/a,n/a,0.572
1087236,ENSG00000016602,22558,CLCA4,chloride channel accessory 4,22802,1,n/a,n/a,0.572
279726174,ENSG00000213954,0,RP11-280O24.1,RP11-280O24.1,0,9,n/a,n/a,0.572
279925460,ENSG00000237718,0,AC009095.4,AC009095.4,0,16,n/a,n/a,0.572
1089468,ENSG00000101883,81420,RHOXF1,"Rhox homeobox family, member 1",158800,X,n/a,n/a,0.572
279972651,ENSG00000243175,0,RP11-58H15.1,RP11-58H15.1,0,4,n/a,n/a,0.572
1105996,ENSG00000214117,0,AC083883.1,AC083883.1,0,7,n/a,n/a,0.572
280091645,ENSG00000255960,0,RP11-459D22.1,RP11-459D22.1,0,12,n/a,n/a,0.572
1094694,ENSG00000139151,59798,PLCZ1,"phospholipase C, zeta 1",89869,12,n/a,n/a,0.572
279780283,ENSG00000224764,0,RP11-54O15.3,RP11-54O15.3,0,9,n/a,n/a,0.571
280064424,ENSG00000253981,0,RP11-556O5.4,RP11-556O5.4,0,8,n/a,n/a,0.571
1090703,ENSG00000110756,11074,HPS5,Hermansky-Pudlak syndrome 5,11234,11,n/a,n/a,0.571
1093419,ENSG00000131876,6587,SNRPA1,small nuclear ribonucleoprotein polypeptide A',6627,15,n/a,n/a,0.571
1090333,ENSG00000107742,9662,SPOCK2,"sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 2",9806,10,n/a,n/a,0.571
279765609,ENSG00000223568,0,RP11-284P20.4,RP11-284P20.4,0,9,n/a,n/a,0.571
279767111,ENSG00000223704,0,RP1-90L6.2,RP1-90L6.2,0,22,n/a,n/a,0.571
1101422,ENSG00000178537,784,SLC25A20,"solute carrier family 25 (carnitine/acylcarnitine translocase), member 20",788,3,n/a,n/a,0.571
1088533,ENSG00000085465,4984,OVGP1,"oviductal glycoprotein 1, 120kDa",5016,1,n/a,n/a,0.571
279981712,ENSG00000244062,0,RP11-404G16.2,RP11-404G16.2,0,3,n/a,n/a,0.571
279783245,ENSG00000225028,0,RP11-330M19.1,RP11-330M19.1,0,1,n/a,n/a,0.571
1103073,ENSG00000186364,83524,NUDT17,nudix (nucleoside diphosphate linked moiety X)-type motif 17,200035,1,n/a,n/a,0.571
1104827,ENSG00000198939,55909,ZFP2,zinc finger protein 2 homolog (mouse),80108,5,n/a,n/a,0.571
280038042,ENSG00000251384,0,AC018755.1,AC018755.1,0,19,n/a,n/a,0.571
1092871,ENSG00000127922,7933,SHFM1,split hand/foot malformation (ectrodactyly) type 1,7979,7,n/a,n/a,0.571
1108508,ENSG00000235865,0,C9orf31,chromosome 9 open reading frame 31,0,9,n/a,n/a,0.571
1098218,ENSG00000164136,3575,IL15,interleukin 15,3600,4,n/a,n/a,0.571
279684599,ENSG00000204623,56633,ZNRD1-AS1,ZNRD1 antisense RNA 1 (non-protein coding),80862,6,n/a,n/a,0.571
279836747,ENSG00000229819,0,RP11-510H23.3,RP11-510H23.3,0,6,n/a,n/a,0.571
1108156,ENSG00000233389,0,AC005071.3,Uncharacterized protein,0,7,n/a,n/a,0.57
1089592,ENSG00000102837,10415,OLFM4,olfactomedin 4,10562,13,n/a,n/a,0.57
1089397,ENSG00000101365,3400,IDH3B,isocitrate dehydrogenase 3 (NAD+) beta,3420,20,n/a,n/a,0.57
279796184,ENSG00000226147,0,RP11-334A14.3,RP11-334A14.3,0,1,n/a,n/a,0.57
1102558,ENSG00000184313,119534,HEATR8,HEAT repeat containing 8,374977,1,n/a,n/a,0.57
1097040,ENSG00000157388,772,CACNA1D,"calcium channel, voltage-dependent, L type, alpha 1D subunit",776,3,n/a,n/a,0.57
280088586,ENSG00000255624,0,RP11-564D11.3,RP11-564D11.3,0,10,n/a,n/a,0.57
1095945,ENSG00000147789,7510,ZNF7,zinc finger protein 7,7553,8,n/a,n/a,0.57
1108042,ENSG00000232637,0,WI2-3658N16.1,Uncharacterized protein,0,1,n/a,n/a,0.57
280085412,ENSG00000255366,0,RP11-1134I14.8,Uncharacterized protein,0,8,n/a,n/a,0.57
280069636,ENSG00000254352,0,RP11-578O24.2,RP11-578O24.2,0,8,n/a,n/a,0.57
279915697,ENSG00000236883,0,AP001615.9,AP001615.9,0,21,n/a,n/a,0.57
279808080,ENSG00000227176,0,AC092641.2,AC092641.2,0,2,n/a,n/a,0.57
1098619,ENSG00000165699,7205,TSC1,tuberous sclerosis 1,7248,9,n/a,n/a,0.57
279800218,ENSG00000226505,0,AC016700.3,AC016700.3,0,2,n/a,n/a,0.57
1100772,ENSG00000175048,55486,ZDHHC14,"zinc finger, DHHC-type containing 14",79683,6,n/a,n/a,0.57
279974312,ENSG00000243349,0,RP11-445N18.7,RP11-445N18.7,0,10,n/a,n/a,0.57
1100106,ENSG00000171786,4776,NHLH1,nescient helix loop helix 1,4807,1,n/a,n/a,0.569
280112018,ENSG00000258115,0,RP11-89M22.3,RP11-89M22.3,0,12,n/a,n/a,0.569
280023615,ENSG00000250244,0,CTB-49A3.4,CTB-49A3.4,0,5,n/a,n/a,0.569
1104920,ENSG00000203805,83392,PPAPDC1A,phosphatidic acid phosphatase type 2 domain containing 1A,196051,10,n/a,n/a,0.569
280078772,ENSG00000254982,0,HMGB1P24,high mobility group box 1 pseudogene 24,0,17,n/a,n/a,0.569
1097501,ENSG00000160917,10740,CPSF4,"cleavage and polyadenylation specific factor 4, 30kDa",10898,7,n/a,n/a,0.569
1087884,ENSG00000067445,7173,TRO,trophinin,7216,X,n/a,n/a,0.569
279836216,ENSG00000229758,0,DYNLT3P2,"dynein, light chain, Tctex-type 3 pseudogene 2",0,2,n/a,n/a,0.569
279727523,ENSG00000214062,0,RP11-1E1.1,RP11-1E1.1,0,4,n/a,n/a,0.569
1090753,ENSG00000111215,11111,PRR4,proline rich 4 (lacrimal),11272,12,n/a,n/a,0.569
279668144,ENSG00000202529,0,SNORD18B,"small nucleolar RNA, C/D box 18B",0,15,n/a,n/a,0.569
1097003,ENSG00000157103,6493,SLC6A1,"solute carrier family 6 (neurotransmitter transporter, GABA), member 1",6529,3,n/a,n/a,0.569
1092933,ENSG00000128487,60190,SPECC1,sperm antigen with calponin homology and coiled-coil domains 1,92521,17,n/a,n/a,0.569
1088283,ENSG00000078070,36201,MCCC1,methylcrotonoyl-CoA carboxylase 1 (alpha),56922,3,n/a,n/a,0.569
1096412,ENSG00000152034,58740,MCHR2,melanin-concentrating hormone receptor 2,84539,6,n/a,n/a,0.569
279919390,ENSG00000237233,0,RP11-809M12.1,RP11-809M12.1,0,10,n/a,n/a,0.569
279820834,ENSG00000228360,0,RP11-365F18.1,RP11-365F18.1,0,7,n/a,n/a,0.569
280131691,ENSG00000259364,0,RP11-64K12.9,RP11-64K12.9,0,15,n/a,n/a,0.569
1088023,ENSG00000071205,55461,ARHGAP10,Rho GTPase activating protein 10,79658,4,n/a,n/a,0.569
279897793,ENSG00000235175,0,RPL26P37,ribosomal protein L26 pseudogene 37,0,Y,n/a,n/a,0.568
1097752,ENSG00000162687,110066,KCNT2,"potassium channel, subfamily T, member 2",343450,1,n/a,n/a,0.568
279831793,ENSG00000229344,0,RP5-857K21.7,RP5-857K21.7,0,1,n/a,n/a,0.568
1096834,ENSG00000155714,90300,PDZD9,PDZ domain containing 9,255762,16,n/a,n/a,0.568
279710779,ENSG00000208317,1013095,SNORD78,"small nucleolar RNA, C/D box 78",692198,1,n/a,n/a,0.568
279934262,ENSG00000238597,0,SNORD4B,"small nucleolar RNA, C/D box 4B",0,17,n/a,n/a,0.568
279899823,ENSG00000235397,157129413,EPN2-AS1,EPN2 antisense RNA 1 (non-protein coding),100874018,17,n/a,n/a,0.568
279866456,ENSG00000232455,0,LARS2-AS1,LARS2 antisense RNA 1 (non-protein coding),0,3,n/a,n/a,0.568
279950678,ENSG00000240685,0,RP11-286H14.6,RP11-286H14.6,0,7,n/a,n/a,0.568
1102695,ENSG00000184909,125293,AL513013.1,AL513013.1,400798,1,n/a,n/a,0.568
279871799,ENSG00000232909,0,RP3-510O8.4,RP3-510O8.4,0,6,n/a,n/a,0.568
280035297,ENSG00000251175,0,RP11-45L9.1,RP11-45L9.1,0,4,n/a,n/a,0.568
279705690,ENSG00000207105,0,Y_RNA,Y RNA,0,15,n/a,n/a,0.568
279748952,ENSG00000219374,0,RP1-142O9.1,RP1-142O9.1,0,6,n/a,n/a,0.568
1102406,ENSG00000183682,110807,BMP8A,bone morphogenetic protein 8a,353500,1,n/a,n/a,0.567
280038195,ENSG00000251393,0,RP1-240K6.3,RP1-240K6.3,0,14,n/a,n/a,0.567
279825697,ENSG00000228793,0,RP1-223B1.1,RP1-223B1.1,0,6,n/a,n/a,0.567
279905750,ENSG00000235974,0,VN2R19P,vomeronasal 2 receptor 19 pseudogene,0,19,n/a,n/a,0.567
1101222,ENSG00000177409,85501,SAMD9L,sterile alpha motif domain containing 9-like,219285,7,n/a,n/a,0.567
1101190,ENSG00000177234,126389,C10orf85,chromosome 10 open reading frame 85,404216,10,n/a,n/a,0.567
1086904,ENSG00000003509,34760,C2orf56,chromosome 2 open reading frame 56,55471,2,n/a,n/a,0.567
279805513,ENSG00000226955,0,AC104306.4,AC104306.4,0,3,n/a,n/a,0.567
1105907,ENSG00000213793,0,AC010487.1,Uncharacterized protein,0,19,n/a,n/a,0.567
279874290,ENSG00000233114,0,RP4-533D7.3,RP4-533D7.3,0,1,n/a,n/a,0.567
279749967,ENSG00000219797,0,PPIAP9,peptidylprolyl isomerase A (cyclophilin A) pseudogene 9,0,6,n/a,n/a,0.567
1089038,ENSG00000099999,83555,RNF215,ring finger protein 215,200312,22,n/a,n/a,0.567
279779576,ENSG00000224697,0,RP11-100A13.1,RP11-100A13.1,0,10,n/a,n/a,0.567
1089083,ENSG00000100146,6623,SOX10,SRY (sex determining region Y)-box 10,6663,22,n/a,n/a,0.567
279665477,ENSG00000201754,26543,SNORD52,"small nucleolar RNA, C/D box 52",26797,6,n/a,n/a,0.567
279503857,ENSG00000180769,126382,WDFY3-AS2,WDFY3 antisense RNA 2 (non-protein coding),404201,4,n/a,n/a,0.567
280065870,ENSG00000254092,0,RP11-369E15.3,RP11-369E15.3,0,8,n/a,n/a,0.566
1103970,ENSG00000196510,30915,ANAPC7,anaphase promoting complex subunit 7,51434,12,n/a,n/a,0.566
1090981,ENSG00000112619,5929,PRPH2,"peripherin 2 (retinal degeneration, slow)",5961,6,n/a,n/a,0.566
1103890,ENSG00000196326,0,AKR1CL1,"aldo-keto reductase family 1, member C-like 1",0,10,n/a,n/a,0.566
279746885,ENSG00000217801,0,RP11-465B22.3,RP11-465B22.3,0,1,n/a,n/a,0.566
279998207,ENSG00000248161,0,RP11-499E18.1,RP11-499E18.1,0,4,n/a,n/a,0.566
1089280,ENSG00000100884,9227,CPNE6,copine VI (neuronal),9362,14,n/a,n/a,0.566
279751946,ENSG00000221099,0,AC024239.1,AC024239.1,0,7,n/a,n/a,0.566
1089163,ENSG00000100360,10862,IFT27,intraflagellar transport 27 homolog (Chlamydomonas),11020,22,n/a,n/a,0.566
279791461,ENSG00000225756,79768,DBH-AS1,DBH antisense RNA 1 (non-protein coding),138948,9,n/a,n/a,0.566
279832162,ENSG00000229376,0,CICP3,capicua homolog (Drosophila) pseudogene 3,0,1,n/a,n/a,0.565
1089995,ENSG00000105428,80676,ZNRF4,zinc and ring finger 4,148066,19,n/a,n/a,0.565
279919780,ENSG00000237264,0,FTH1P11,"ferritin, heavy polypeptide 1 pseudogene 11",0,8,n/a,n/a,0.565
279849163,ENSG00000230910,0,RP3-525N10.2,RP3-525N10.2,0,6,n/a,n/a,0.565
279871707,ENSG00000232901,0,AC022007.4,AC022007.4,0,3,n/a,n/a,0.565
1090489,ENSG00000108825,157130508,AARSD1,alanyl-tRNA synthetase domain containing 1,100885850,17,n/a,n/a,0.565
1091841,ENSG00000119688,5794,ABCD4,"ATP-binding cassette, sub-family D (ALD), member 4",5826,14,n/a,n/a,0.565
1092043,ENSG00000121101,35438,TEX14,testis expressed 14,56155,17,n/a,n/a,0.565
1098742,ENSG00000166183,119483,ASPG,asparaginase homolog (S. cerevisiae),374569,14,n/a,n/a,0.565
280003440,ENSG00000248590,0,GLDCP,GLDCP,0,4,n/a,n/a,0.565
279883936,ENSG00000233967,0,RP11-250B2.3,RP11-250B2.3,0,6,n/a,n/a,0.565
279733530,ENSG00000214807,0,RP11-464O2.5,RP11-464O2.5,0,10,n/a,n/a,0.564
1105486,ENSG00000205494,0,OR52A4,"olfactory receptor, family 52, subfamily A, member 4",0,11,n/a,n/a,0.564
1100327,ENSG00000172717,81487,FAM71D,"family with sequence similarity 71, member D",161142,14,n/a,n/a,0.564
1099879,ENSG00000170866,10868,LILRA3,"leukocyte immunoglobulin-like receptor, subfamily A (without TM domain), member 3",11026,19,n/a,n/a,0.564
1087413,ENSG00000037897,4209,METTL1,methyltransferase like 1,4234,12,n/a,n/a,0.564
1107992,ENSG00000232374,0,GPR79,"G protein-coupled receptor 79, pseudogene",0,3,n/a,n/a,0.564
1096409,ENSG00000151967,29703,SCHIP1,schwannomin interacting protein 1,29970,3,n/a,n/a,0.564
280064383,ENSG00000253978,0,CTB-178M22.2,CTB-178M22.2,0,5,n/a,n/a,0.564
1088829,ENSG00000092010,5688,PSME1,"proteasome (prosome, macropain) activator subunit 1 (PA28 alpha)",5720,14,n/a,n/a,0.564
1094220,ENSG00000136631,11147,VPS45,vacuolar protein sorting 45 homolog (S. cerevisiae),11311,1,n/a,n/a,0.564
1105098,ENSG00000204344,8782,STK19,serine/threonine kinase 19,8859,6,n/a,n/a,0.564
279898876,ENSG00000235286,0,AP000925.2,AP000925.2,0,11,n/a,n/a,0.564
1097224,ENSG00000158865,77687,SLC5A11,"solute carrier family 5 (sodium/glucose cotransporter), member 11",115584,16,n/a,n/a,0.564
280020467,ENSG00000249981,0,RP11-136K7.1,RP11-136K7.1,0,5,n/a,n/a,0.564
1104539,ENSG00000198185,35002,ZNF334,zinc finger protein 334,55713,20,n/a,n/a,0.564
1105902,ENSG00000213760,531,ATP6V1G2,"ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G2",534,6,n/a,n/a,0.564
279751098,ENSG00000220848,0,RPS18P9,ribosomal protein S18 pseudogene 9,0,6,n/a,n/a,0.563
280066722,ENSG00000254148,0,RP11-84E24.2,RP11-84E24.2,0,17,n/a,n/a,0.563
